entity_id,entity_label,entity_class,synonym,plural,wikipedia_page,definition,definition_source,wikidata_page,last_checked
2-chlorophenol,2-chlorophenol,matter,o-chlorophenol,,https://en.wikipedia.org/wiki/2-Chlorophenol,"2-Chlorophenol or ortho-chlorophenol is an organic compound with the formula C6H4Cl(OH). It is one of three isomeric monochloride derivatives of phenol. As from occasional use as a disinfectant, it has few  applications.  It is an intermediate in the polychlorination of phenol.",Wikipedia,Q176486,20240416.0
2-chlorotoluene,2-chlorotoluene,matter,o-Chlorotoluene,,https://en.wikipedia.org/wiki/2-Chlorotoluene,"group of ortho, meta, para isomers",Wikidata,Q906429,20240416.0
"2-cyclohexyl-4,6-dinitrophenol","2-cyclohexyl-4,6-dinitrophenol",matter,dinex,,,,,,20240416.0
2-ethyl-6-methylaniline,2-ethyl-6-methylaniline,matter,,,,,,,20240416.0
2-ethylnaphthalene,2-ethylnaphthalene,matter,,,,,,,20240416.0
2-ethyltoluene,2-ethyltoluene,matter,o-ethyltoluene,,,,,,20240416.0
2-hydroxy-4-(n-octyloxy)benzophenone,2-hydroxy-4-(n-octyloxy)benzophenone,matter,,,,,,,20240416.0
2-hydroxy-4-isopropylamino-6-ethylamino-s-triazine,2-hydroxy-4-isopropylamino-6-ethylamino-s-triazine,matter,,,,,,,20240416.0
2-hydroxy-4-methoxybenzophenone,2-hydroxy-4-methoxybenzophenone,matter,,,,,,,20240416.0
2-isopropyl-6-methyl-4-pyrimidinol,2-isopropyl-6-methyl-4-pyrimidinol,matter,,,,,,,20240416.0
2-methyl-2-butene,2-methyl-2-butene,matter,"2-butene,-2-methyl-",,https://en.wikipedia.org/wiki/2-Methyl-2-butene,"2-Methyl-2-butene, 2m2b, 2-methylbut-2-ene, also beta-isoamylene is an alkene hydrocarbon with the molecular formula C5H10.",Wikipedia,Q2187069,20240416.0
"2-methyl-4,6-dinitrophenol","2-methyl-4,6-dinitrophenol",matter,"4,6-dinitro-o-cresol, dinitro-ortho-cresol",,https://en.wikipedia.org/wiki/Dinitro-ortho-cresol,Dinitro-ortho-cresol (DNOC) is an organic compound with the structural formula CH3C6H2(NO2)2OH.  It is a yellow solid that is only slightly soluble in water. DNOC and some related derivatives have been used as herbicides.,Wikipedia,Q209437,20240416.0
2-methylanthracene,2-methylanthracene,matter,,,,,,,20240416.0
2-methylbutane,2-methylbutane,matter,isopentane,,https://en.wikipedia.org/wiki/Isopentane,"Isopentane, also called methylbutane or 2-methylbutane, is a branched-chain saturated hydrocarbon (an alkane) with five carbon atoms, with formula C5H12 or CH(CH3)2(C2H5).",Wikipedia,Q422703,20240416.0
2-methylnaphthalene,2-methylnaphthalene,matter,,,https://en.wikipedia.org/wiki/2-Methylnaphthalene,2-Methylnaphthalene is a polycyclic aromatic hydrocarbon (PAH).,Wikipedia,Q2813819,20240416.0
2-methylpentane,2-methylpentane,matter,"pentane,-2-methyl-",,https://en.wikipedia.org/wiki/2-Methylpentane,"2-Methylpentane, trivially known as isohexane, is a branched-chain alkane with the molecular formula C6H14. It is a structural isomer of hexane composed of a methyl group bonded to the second carbon atom in a pentane chain. Using a quantitative structure-activity relationship (QSAR) prediction model, 2-Methylpentane has a research octane number (RON) of 75, motor octane number (MON) of 77, and cetane number (CN) of 29.",Wikipedia,Q209445,20240416.0
2-naphthylamine,2-naphthylamine,matter,,,https://en.wikipedia.org/wiki/2-Naphthylamine,"2-Naphthylamine is one of two isomeric aminonaphthalenes, compounds with the formula C10H7NH2. It is a colorless solid, but samples take on a reddish color in air because of oxidation. It was formerly used to make azo dyes, but it is a known carcinogen and has largely been replaced by less toxic compounds.",Wikipedia,Q209450,20240416.0
2-nitroaniline,2-nitroaniline,matter,o-nitroaniline,,https://en.wikipedia.org/wiki/2-Nitroaniline,"2-Nitroaniline is an organic compound with the formula H2NC6H4NO2. It is a derivative of aniline, carrying a nitro functional group in position 2. It is mainly used as a precursor to o-phenylenediamine.",Wikipedia,Q2590230,20240416.0
2-nitrophenol,2-nitrophenol,matter,o-nitrophenol,,https://en.wikipedia.org/wiki/Nitrophenol,Nitrophenols are compounds of the formula HOC6H5−x(NO2)x.  The conjugate bases are called nitrophenolates.  Nitrophenols are more acidic than phenol itself.,Wikipedia,Q408126,20240416.0
2-nitropropane,2-nitropropane,matter,,,https://en.wikipedia.org/wiki/2-Nitropropane,2-Nitropropane (2-NP) is a solvent.  It is a colorless liquid and is classified as a nitro compound.,Wikipedia,Q209453,20240416.0
2-nitrotoluene,2-nitrotoluene,matter,o-nitrotoluene,,https://en.wikipedia.org/wiki/2-Nitrotoluene,"2-Nitrotoluene or ortho-nitrotoluene is an organic compound with the formula CH3C6H4NO2.  It is pale yellow liquid that crystallizes in two forms, called α (−9.27 °C) and β (−3.17 °C).  It is mainly a precursor to o-toluidine, which is an intermediate in the production of various dyes.",Wikipedia,Q2533785,20240416.0
2-picoline,2-picoline,matter,2-methylpyridine,,https://en.wikipedia.org/wiki/2-Methylpyridine,"2-Methylpyridine, or 2-picoline, is the compound described with formula C6H7N. 2-Picoline is a colorless liquid that has an unpleasant odor similar to pyridine. It is mainly used to make vinylpyridine and the agrichemical nitrapyrin.",Wikipedia,Q2216745,20240416.0
2-sigma-csu,2-sigma-csu,operation,,,,,,,20240416.0
"2,2-dichloro-1,1,1-trifluoroethane","2,2-dichloro-1,1,1-trifluoroethane",matter,hcfc-123,,"https://en.wikipedia.org/wiki/2,2-Dichloro-1,1,1-trifluoroethane","2,2-Dichloro-1,1,1-trifluoroethane or HCFC-123 is considered as an alternative to CFC-11 in low pressure refrigeration and HVAC systems, and should not be used in foam blowing processes or solvent applications. It is also the primary component of the Halotron I fire-extinguishing mixture.",Wikipedia,Q1869625,20240416.0
"2,2-dichloropropane","2,2-dichloropropane",matter,,,,,,,20240416.0
"2,2'-biquinoline","2,2'-biquinoline",matter,,,"https://en.wikipedia.org/wiki/2,2'-Biquinoline","2,2′-Biquinoline is an organic compound with the formula (C9H6N)2.  It is one of several biquinolines.  It is prepared by reductive coupling of 2-chloroquinoline.  It is a colorimetric indicator for organolithium compounds.",Wikipedia,Q3597981,20240416.0
"2,3-dichloropropene","2,3-dichloropropene",matter,,,,,,,20240416.0
"2,3-dimethylbutane","2,3-dimethylbutane",matter,"butane,-2,3-dimethyl-",,"https://en.wikipedia.org/wiki/2,3-Dimethylbutane","2,3-Dimethylbutane is an isomer of hexane.  It has the chemical formula (CH3)2CHCH(CH3)2. It is a colorless liquid which boils at 57.9 °C.",Wikipedia,Q209178,20240416.0
"2,3,3-trimethylpentane","2,3,3-trimethylpentane",matter,"pentane,-2,3,3-trimethyl-",,"https://en.wikipedia.org/wiki/2,3,3-Trimethylpentane","2,3,3-Trimethylpentane is a chemical compound in the family of hydrocarbons which has a formula of C8H18. It is an isomer of octane.",Wikipedia,Q2813772,20240416.0
"2,3,4-trimethylpentane","2,3,4-trimethylpentane",matter,"pentane,-2,3,4-trimethyl-",,"https://en.wikipedia.org/wiki/2,3,4-Trimethylpentane","2,3,4-Trimethylpentane is a branched alkane.  It is one of the isomers of octane.",Wikipedia,Q2813774,20240416.0
"2,3,4,5-tetrachlorophenol","2,3,4,5-tetrachlorophenol",matter,,,"https://en.wikipedia.org/wiki/2,3,4,5-Tetrachlorophenol","2,3,4,5-Tetrachlorophenol (2,3,4,5-TCP) is a chlorinated derivative of phenol with the molecular formula C6H2Cl4O.",Wikipedia,Q26840906,20240416.0
"2,3,4,6-tetrachlorophenol","2,3,4,6-tetrachlorophenol",matter,,,"https://en.wikipedia.org/wiki/2,3,4,6-Tetrachlorophenol","2,3,4,6-Tetrachlorophenol (2,3,4,6-TCP) is a chlorinated derivative of phenol with the molecular formula C6H2Cl4O.",Wikipedia,Q22051085,20240416.0
"2,3,4,6,7,8-hexachlorodibenzofuran","2,3,4,6,7,8-hexachlorodibenzofuran",matter,,,,,,,20240416.0
"2,3,4,7,8-pentachlorodibenzofuran","2,3,4,7,8-pentachlorodibenzofuran",matter,"dioxins, dlc",,"https://en.wikipedia.org/wiki/2,3,4,7,8-Pentachlorodibenzofuran",class of chemical compounds,Wikidata,Q2522,20240416.0
"2,3,5-trimethylnaphthalene","2,3,5-trimethylnaphthalene",matter,"1,6,7-trimethylnaphthalene",,,,,,20240416.0
"2,3,5,6-tetramethylphenol","2,3,5,6-tetramethylphenol",matter,"phenol,-2,3,5,6-tetramethyl-",,,,,,20240416.0
"2,3,6-trimethylnaphthalene","2,3,6-trimethylnaphthalene",matter,,,,,,,20240416.0
"2,3,7,8-tetrachlorodibenzo-p-dioxin","2,3,7,8-tetrachlorodibenzo-p-dioxin",matter,"2,3,7,8-tetrachlorodibenzodioxin",,"https://en.wikipedia.org/wiki/2,3,7,8-Tetrachlorodibenzodioxin","2,3,7,8-Tetrachlorodibenzo-p-dioxin (TCDD) is a polychlorinated dibenzo-p-dioxin (sometimes shortened, though inaccurately, to simply 'dioxin') with the chemical formula C12H4Cl4O2. Pure TCDD is a colorless solid with no distinguishable odor at room temperature. It is usually formed as an unwanted product in burning processes of organic materials or as a side product in organic synthesis.",Wikipedia,Q52822,20240416.0
"2,3,7,8-tetrachlorodibenzofuran","2,3,7,8-tetrachlorodibenzofuran",matter,,,,,,,20240416.0
"2,4-d","2,4-d",matter,"2,4-dichlorophenoxyacetic-acid",,"https://en.wikipedia.org/wiki/2,4-Dichlorophenoxyacetic_acid","2,4-Dichlorophenoxyacetic acid is an organic compound with the chemical formula C8H6Cl2O3 which is usually referred to by its ISO common name 2,4-D. It is a systemic herbicide which kills most broadleaf weeds by causing uncontrolled growth in them but most grasses such as cereals, lawn turf, and grassland are relatively unaffected.",Wikipedia,Q209222,20240416.0
"2,4-d-methyl-ester","2,4-d-methyl-ester",matter,,,,,,,20240416.0
"2,4-db","2,4-db",matter,,,"https://en.wikipedia.org/wiki/2,4-DB","2,4-DB or 4-(2,4-dichlorophenoxy)butyric acid is a selective systemic phenoxy herbicide used to control many annual and perennial broad-leaf weeds in alfalfa, peanuts, soybeans, and other crops.  Its active metabolite, 2,4-D, inhibits growth at the tips of stems and roots.  It is classified in toxicity class III.    It shows some evidence of toxicity to dogs and cats, such as changes in body weight and reduced numbers of offspring, when fed 25-80 milligrams per kilogram of body weight for prolonged periods.  Tests of carcinogenicity in this range yielded differing results.  It is moderately toxic to fish.",Wikipedia,Q229887,20240416.0
"2,4-di-tert-pentylphenol","2,4-di-tert-pentylphenol",matter,"phenol,-2,4-bis(1,1-dimethylpropyl)-",,,,,,20240416.0
"2,4-dichlorophenol","2,4-dichlorophenol",matter,,,"https://en.wikipedia.org/wiki/2,4-Dichlorophenol","2,4-Dichlorophenol (2,4-DCP) is a chlorinated derivative of phenol with the molecular formula Cl2C6H3OH. It is a white solid that is mildly acidic (pKa = 7.9).  It is produced on a large scale as a precursor to  the herbicide 2,4-dichlorophenoxyacetic acid (2,4-D).",Wikipedia,Q209205,20240416.0
"2,4-dihydroxybenzophenone","2,4-dihydroxybenzophenone",matter,"methanone,-(2,4-dihydroxyphenyl)phenyl-",,,,,,20240416.0
"2,4-dimethylpentane","2,4-dimethylpentane",matter,"pentane,-2,4-dimethyl-",,"https://en.wikipedia.org/wiki/2,4-Dimethylpentane","2,4-Dimethylpentane is an  alkane with the chemical formula [(H3C)2CH]2CH2. This colorless hydrocarbon is produced in large quantities in oil refineries.  It results from the alkylation of isobutane by propylene.  Often referred to as ""alkylate"", it is blended with other gasoline components to give a high octane fuel.  Unlike n-heptane, 2,4-dimethylpentane is a desirable fuel because its branched structure allows combustion without knocking.",Wikipedia,Q2813787,20240416.0
"2,4-dimethylphenol","2,4-dimethylphenol",matter,,,,,,,20240416.0
"2,4-dinitrophenol","2,4-dinitrophenol",matter,,,"https://en.wikipedia.org/wiki/2,4-Dinitrophenol","2,4-Dinitrophenol (2,4-DNP or simply DNP) is an organic compound with the formula HOC6H3(NO2)2. It is a yellow, crystalline solid that has a sweet, musty odor. It sublimates, is volatile with steam, and is soluble in most organic solvents as well as aqueous alkaline solutions. When in a dry form, it is a high explosive and has an instantaneous explosion hazard. It is a precursor to other chemicals and is biochemically active, uncoupling oxidative phosphorylation from the electron transport chain in cells with mitochondria, by allowing hydrogen cations to pass from the intermembrane space into the mitochondrial matrix. Oxidative phosphorylation is a highly regulated step in aerobic respiration that is inhibited, among other factors, by normal cellular levels of ATP. Uncoupling it results in chemical energy from diet and energy stores such as triglycerides being wasted as heat with minimal regulation, leading to dangerously high body temperatures that may develop into heatstroke. Its use as a dieting aid has been identified with severe side-effects, including a number of deaths.",Wikipedia,Q209226,20240416.0
"2,4-dinitrotoluene","2,4-dinitrotoluene",matter,,,"https://en.wikipedia.org/wiki/2,4-Dinitrotoluene","2,4-Dinitrotoluene (DNT) or dinitro is an organic compound with the formula C7H6N2O4. This pale yellow crystalline solid is well known as a precursor to trinitrotoluene (TNT) but is mainly produced as a precursor to toluene diisocyanate.",Wikipedia,Q416626,20240416.0
"2,4,5-t","2,4,5-t",matter,"2,4,5-trichlorophenoxyacetic-acid",,"https://en.wikipedia.org/wiki/2,4,5-Trichlorophenoxyacetic_acid","2,4,5-Trichlorophenoxyacetic acid (also known as 2,4,5-T), a synthetic auxin, is a chlorophenoxy acetic acid herbicide used to defoliate broad-leafed plants. It was developed in the late 1940s, synthesized by reaction of 2,4,5-Trichlorophenol and chloroacetic acid. It was widely used in the agricultural industry until being phased out, starting in the late 1970s due to toxicity concerns. Agent Orange, a defoliant used by the British in the Malayan Emergency and the U.S. in the Vietnam War, was equal parts 2,4,5-T and 2,4-D (2,4-dichlorophenoxyacetic acid). 2,4,5-T itself is toxic with a NOAEL of 3 mg/kg/day and a LOAEL of 10 mg/kg/day. Agent Pink contained 100% 2,4,5-T (dioxin contaminates included). Additionally, the manufacturing process for 2,4,5-T contaminates this chemical with trace amounts of  2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD). TCDD is a carcinogenic persistent organic pollutant with long-term effects on the environment.  With proper temperature control during production of 2,4,5-T, TCDD levels can be held to about .005 ppm.  Before the TCDD risk was well understood, early production facilities lacked proper temperature controls and individual batches tested later were found to have as much as 60 ppm of TCDD.In 1970, the United States Department of Agriculture halted the use of 2,4,5-T on all food crops except rice, and in 1985, the EPA terminated all remaining uses in the U.S. of this herbicide. In Canada, the use and sale of 2,4,5-T was prohibited after 1985. The international trade of 2,4,5-T is restricted by the Rotterdam Convention. 2,4,5-T has since largely been replaced by dicamba and triclopyr.",Wikipedia,Q209188,20240416.0
"2,4,5-trichlorophenol","2,4,5-trichlorophenol",matter,,,"https://en.wikipedia.org/wiki/2,4,5-Trichlorophenol","2,4,5-Trichlorophenol (TCP) is an organochloride with the molecular formula C6H3Cl3O. It has been used as a fungicide and herbicide. Precursor chemical used in the production of 2,4,5-Trichlorophenoxyacetic acid (2,4,5-T) and hexachlorophene involves the intermediate production of 2,4,5-trichlorophenol (TCP) and the formation of 2,3,7,8-Tetrachlorodibenzodioxin[[2,3,7,8-tetrachlorodibenzo-p-dioxin]] (TCDD, commonly referred to simply as dioxin) as an unwanted by-product. In the course of purifying the hexachlorophene, still bottom wastes were created with concentrated levels of TCP and dioxin. ",Wikipedia,Q209173,20240416.0
"2,4,5-trichlorophenoxybutyric-acid","2,4,5-trichlorophenoxybutyric-acid",matter,"2,4,5-TB",,,,,,20240416.0
"2,4,6-trichlorophenol","2,4,6-trichlorophenol",matter,,,"https://en.wikipedia.org/wiki/2,4,6-Trichlorophenol","2,4,6-Trichlorophenol, also known as TCP, phenaclor, Dowicide 2S, Dowcide 2S, omal, is a chlorinated phenol that has been used as a fungicide, herbicide, insecticide, antiseptic, defoliant, and glue preservative. It is a clear to yellowish crystalline solid with a strong, phenolic odor. It decomposes on heating to produce toxic and corrosive fumes including hydrogen chloride and chlorine.",Wikipedia,Q209189,20240416.0
